ID;Exist in 500k;Time in Array 500;Time in ListFirst 500;Time in list last 500;Exist in 1M;Time in Array 1M;Time in ListFirst 1M;Time in list last 1M;Exist in 3M;Time in Array 3M;Time in ListFirst 3M;Time in list last 3M 
67734766;false;0;false;0;false;0
24044547;false;0;false;0;false;0
87784079;false;0;false;0;false;0
14243680;false;0;false;0;false;0
84152827;false;0;false;0;true;0
36639489;false;0;false;0;false;0
21376372;false;0;false;0;false;0
91300293;false;0;false;0;false;0
70373671;false;0;false;0;false;0
21894086;false;0;false;0;false;0
14774674;false;0;false;0;false;0
37110881;true;0;true;0;true;0
24313537;false;0;false;0;false;0
59767302;true;0;true;0;true;0
71531691;true;0;true;0;true;0
65493659;false;0;false;0;false;0
2941148;false;0;false;0;false;0
88325629;false;0;false;0;false;0
96724497;false;0;false;0;false;0
96101907;false;0;false;0;false;0
44575587;false;0;false;0;false;0
42938533;false;0;false;0;false;0
84288896;true;0;true;0;true;0
52791849;true;0;true;0;true;0
96512247;false;0;false;0;false;0
8363023;true;0;true;0;true;0
11050395;false;0;false;0;false;0
1211740;false;0;false;0;false;0
22491589;true;0;true;0;true;0
76075826;true;0;true;0;true;0
77537791;true;0;true;0;true;0
41742992;false;0;false;0;false;0
64603176;false;0;false;0;false;0
32583096;false;0;false;0;false;0
2270110;false;0;false;0;false;0
90000100;false;0;false;0;false;0
23007747;false;0;false;0;false;0
98892877;false;0;false;0;false;0
62887011;false;0;false;0;false;0
20041425;false;0;false;0;false;0
44433755;false;0;false;0;false;0
11406316;false;0;false;0;false;0
14484059;true;0;true;0;true;0
73621328;true;0;true;0;true;0
69277154;false;0;false;0;false;0
37482486;false;0;false;0;false;0
94998285;false;0;false;0;false;0
52923784;true;0;true;0;true;0
61037558;false;0;false;0;false;0
38607794;true;0;true;0;true;0
41534713;false;0;false;0;false;0
54896489;false;0;false;0;false;0
93691811;false;0;false;0;false;0
54554529;false;1;false;0;false;0
96046739;false;0;false;0;false;0
9001355;false;0;false;0;false;0
27515182;false;0;false;0;false;0
57325337;true;0;true;0;true;0
54409958;true;0;true;0;true;0
80298633;false;0;false;0;false;0
62995603;false;0;false;0;false;0
68640475;false;0;false;0;false;0
75305054;false;0;false;0;false;0
37757110;false;0;false;0;false;0
88846731;false;0;false;0;false;0
75028843;false;0;false;0;false;0
4697460;true;0;true;0;true;0
83380383;false;0;false;0;false;0
56047954;false;0;false;0;false;0
23593737;false;0;false;0;false;0
76125542;false;0;false;0;false;0
83668143;false;0;false;0;false;0
20770535;false;0;false;0;false;0
57435841;false;0;false;0;false;0
43770222;false;0;false;0;false;0
94037549;false;0;false;0;false;0
90596472;false;0;false;0;false;0
64676373;false;0;false;0;false;0
3592352;false;0;false;0;false;0
5806189;false;0;false;0;false;0
34028499;false;0;false;0;false;0
93602639;false;0;false;0;false;0
98657281;false;0;false;0;false;0
35680151;true;0;true;0;true;0
98792004;false;0;false;0;false;0
23018259;true;0;true;0;true;0
83153666;true;0;true;0;true;0
74657386;false;0;false;0;false;0
97625452;false;0;false;0;false;0
35287247;false;0;false;0;false;0
43194207;true;0;true;0;true;0
71930533;false;0;false;0;false;0
75861310;false;0;false;0;false;0
36165721;false;0;false;0;false;0
81729551;true;0;true;0;true;0
68339966;false;0;false;0;false;0
15768619;true;0;true;0;true;0
32579182;false;0;false;0;false;0
12361969;true;0;true;0;true;0
57413248;false;0;false;0;false;0
7091123;true;0;true;0;true;0
83952782;false;0;false;0;false;0
74474376;false;0;false;0;false;0
58327634;true;0;true;0;true;0
57834543;false;0;false;0;false;0
73705280;false;0;false;0;false;0
66092206;false;0;false;0;false;0
18354001;true;0;true;0;true;0
89087971;false;0;false;0;false;0
1583095;false;0;false;0;false;0
9888139;false;0;false;0;false;0
22227927;false;0;false;0;false;0
41916168;false;0;false;0;false;0
93314537;false;0;false;0;false;0
69613655;false;0;false;0;false;0
84438168;false;0;false;0;false;0
53349009;false;0;false;0;false;0
44133835;false;0;false;0;false;0
19168101;false;0;false;0;false;0
37731244;false;0;false;0;false;0
4713384;false;0;false;0;false;0
45568858;false;0;false;0;false;0
29283700;false;0;false;0;false;0
80949483;false;0;false;0;false;0
84069438;false;0;false;0;false;0
12665508;false;0;false;0;false;0
61913262;true;0;true;0;true;0
42646082;false;0;false;0;false;0
85177074;false;0;false;0;false;0
85163868;true;0;true;0;true;0
76839890;false;0;false;0;false;0
95153301;false;0;false;0;false;0
98338935;false;0;false;0;false;0
8830539;false;0;false;0;false;0
54939790;true;0;true;0;true;0
77253590;false;0;false;0;false;0
42829090;true;0;true;0;true;0
69691079;false;0;false;0;false;0
84091581;false;0;false;0;true;0
76475723;true;0;true;0;true;0
82857313;false;0;false;0;false;0
27546597;false;0;false;0;false;0
72649937;false;0;false;0;false;0
