ID;Exist in 500k;Time in Array 500;Time in ListFirst 500;Time in list last 500;Exist in 1M;Time in Array 1M;Time in ListFirst 1M;Time in list last 1M;Exist in 3M;Time in Array 3M;Time in ListFirst 3M;Time in list last 3M 
53660830;false;0;0;0;false;0;0;0;false;0;0;0
64368355;false;0;0;0;false;0;0;0;false;0;0;0
38616389;false;0;0;0;false;0;0;0;false;0;0;0
47405209;false;0;0;0;false;0;0;0;false;0;0;0
94049593;false;0;0;0;false;0;0;0;false;0;0;0
83011304;false;0;0;0;false;0;0;0;false;0;0;0
34572298;false;0;0;0;false;0;0;0;false;0;0;0
99473949;false;0;0;0;false;0;0;0;false;0;0;0
39927186;false;0;0;0;false;0;0;0;false;0;0;0
21974416;false;0;0;0;false;0;0;0;false;0;0;0
33789265;false;0;0;0;false;0;0;0;false;0;0;0
76031570;false;0;0;0;false;0;0;0;false;0;0;0
92375936;false;0;0;0;false;0;0;0;false;0;0;0
51174702;false;0;0;0;false;0;0;0;false;0;0;0
42457824;false;0;0;0;false;0;0;0;false;0;0;0
6214965;false;0;0;0;false;0;0;0;false;0;0;0
79803050;false;0;0;0;false;0;0;0;false;0;0;0
69195131;false;0;0;0;false;0;0;0;false;0;0;0
88834580;false;0;0;0;false;0;0;0;false;0;0;0
50769867;false;0;0;0;false;0;0;0;false;0;0;0
88128462;false;0;0;0;false;0;0;0;false;0;0;0
68216800;false;0;0;0;false;0;0;0;false;0;0;0
55802145;false;0;0;0;false;0;0;0;false;0;0;0
72139485;false;0;0;0;false;0;0;0;false;0;0;0
355030;false;0;0;0;false;0;0;0;false;0;0;0
16650182;false;0;0;0;false;0;0;0;false;0;0;0
32055714;false;0;0;0;false;0;0;0;false;0;0;0
43975627;false;0;0;0;false;0;0;0;false;0;0;0
78702537;false;0;0;0;false;0;0;0;false;0;0;0
36466708;false;0;0;0;false;0;0;0;false;0;0;0
90624416;false;0;0;0;false;0;0;0;false;0;0;0
24047231;false;0;0;0;false;0;0;0;false;0;0;0
51915013;false;0;0;0;false;0;0;0;false;0;0;0
67097056;false;0;0;0;false;0;0;0;false;0;0;0
30231247;false;0;0;0;false;0;0;0;false;0;0;0
89460343;false;0;0;0;false;0;0;0;false;0;0;0
25962728;false;0;0;0;false;0;0;0;false;0;0;0
68872918;false;0;0;0;false;0;0;0;false;0;0;0
32927136;false;0;0;0;false;0;0;0;false;0;0;0
4722078;false;0;0;0;false;0;0;0;false;0;0;0
81455576;false;0;0;0;false;0;0;0;false;0;0;0
42792650;false;0;0;0;false;0;0;0;false;0;0;0
